,Disease,Symptoms
0,Disease,"['viral', 'disease', 'deaths', 'death', 'pandemic', 'fever', 'cough', 'watery', 'rash', 'blindness', 'encephalitis', 'infection', 'diarrhoea', 'dehydration', 'infections', 'respiratory', 'pneumonia']"
